*ContactName,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,*TrackingOption1,TrackingName2,TrackingOption2,Currency
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,02771a96f3c203893d4e6d997106a88bcd626a3c,15/11/18,15/11/18,,,"Energy sales,TC, From 166055",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,26908778334e16b2500c8fda7244ccd6fb3f625e,15/11/18,15/11/18,,,"Energy sales,TC, From 568361",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a29a691ae2b598e497705a4c754400849441da8d,15/11/18,15/11/18,,,"Energy sales,TC, From 156524",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d872f47edd62658c0069154fba55a39ce858a83d,15/11/18,15/11/18,,,"Energy sales,TC, From 768915",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f24b8d2ca6e3e2a6bc48cb28408829556ee81c79,15/11/18,15/11/18,,,"Energy sales,TC, From 720017",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kibungo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4bd21c6c5d657b60ef1592fe90c4aad4e9029a6b,15/11/18,15/11/18,,,"Energy sales,TC, From 154307",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b018945d53f818e20b4ef92c6048302ed20358cd,15/11/18,15/11/18,,,"Energy sales,TC, From 137451",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4ca60b80aa8d1aaf2d8fdc880002a1dc7e742e27,15/11/18,15/11/18,,,"Energy sales,TC, From 143919",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,df95fd4090a59c6b1f537befcd1ed4fd458c0930,15/11/18,15/11/18,,,"Energy sales,TC, From 174321",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,nyakabungo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f4ff0454e8b03b6b29503b5f9bef1d9165e13709,15/11/18,15/11/18,,,"Energy sales,TC, From 162247",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyivugiza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ce803d2fa0b2f6bad4fef893d2ab6986834c0f07,15/11/18,15/11/18,,,"Energy sales,TC, From 125889",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,08275199be6a586385152661a37f95ec4f923b93,15/11/18,15/11/18,,,"Energy sales,TC, From 111229",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rondpoint1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a2fa9bb105b25cd7c01c4cb8f48579f99943899c,15/11/18,15/11/18,,,"Energy sales,TC, From 139726",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kagoma1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b368ffd251cd9a5061c4d33da3c3f990d8b0f659,15/11/18,15/11/18,,,"Energy sales,TC, From 262110",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gakiriro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9531e2ed97140b23cb8a627b4cfb44608ed07ffb,15/11/18,15/11/18,,,"Energy sales,TC, From 183318",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,705163c77562b6a859425978d38a91212d4c20e4,15/11/18,15/11/18,,,"Energy sales,TC, From 496537",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rondpoint1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,928ccd5c6e210e91fdc9978030cb302d92526ef6,15/11/18,15/11/18,,,"Energy sales,TC, From 181620",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,uruyenzi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8dd7639f1cd8f18a9e65b2923d0f30cdd9668ba1,15/11/18,15/11/18,,,"Energy sales,TC, From 122415",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5478785d0ce4871a18dc03db5bed2951e2cf152c,15/11/18,15/11/18,,,"Energy sales,TC, From 515408",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dbf943c56d20c4670be35853fd8efb770b3eab2a,15/11/18,15/11/18,,,"Energy sales,TC, From 658384",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kanombe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4450928f78b41ee529d2ab45db6397cb580b3cdd,15/11/18,15/11/18,,,"Energy sales,TC, From 599048",1,550,,P&L 1.1,Sale Exempt (0%),,,,SITES,rugaju1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c1b78b5025f220ce35133b5a721197711bae1591,15/11/18,15/11/18,,,"Energy sales,TC, From 183147",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8aba52c05ee1f9c6f0824593a8d590dc3bc1608e,15/11/18,15/11/18,,,"Energy sales,TC, From 935830",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,49176900a9fc77d5c08ce694f0de79c02fc7e52f,15/11/18,15/11/18,,,"Energy sales,TC, From 632583",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,fdc8d1ebe1356c6ff7fbc250722ea40c3cec535d,15/11/18,15/11/18,,,"Energy sales,TC, From 106222",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b993a0e7a3874a65f278421fdbe7f189c014465d,15/11/18,15/11/18,,,"Energy sales,TC, From 630342",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,294bec74c4d766937b0b61e034575e53f1457455,15/11/18,15/11/18,,,"Energy sales,TC, From 231151",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nunga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,053db0bac75d97d66da2816e9459a4946727447d,15/11/18,15/11/18,,,"Energy sales,TC, From 149328",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,08debaf962256b56e256b2497357e57c870582fb,15/11/18,15/11/18,,,"Energy sales,TC, From 886217",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b1ce7bc31a8b9aa91cdc6b099b60944527676b8d,15/11/18,15/11/18,,,"Energy sales,TC, From 168399",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nunga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ed78bbcf0e97921a6728ec1c35abfb2cd722317f,15/11/18,15/11/18,,,"Energy sales,TC, From 130157",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b1f1e2697c7c1fd7cb30d6dfdba855fdef024484,15/11/18,15/11/18,,,"Energy sales,TC, From 129003",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8f843bb94cf7763d88948297bb34a0533f6b9c7c,15/11/18,15/11/18,,,"Energy sales,TC, From 156605",1,"1,505",,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7fc3e5a0c976c2e43af9b52582626130ff95a70f,15/11/18,15/11/18,,,"Energy sales,TC, From 816648",1,"2,400",,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,866610c77f450ab29b824ab74dc1724ca8760831,15/11/18,15/11/18,,,"Energy sales,TC, From 438117",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rondpoint1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2a51d75214055b171f32e465cd1880ad5de19bdd,15/11/18,15/11/18,,,"Energy sales,TC, From 130157",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ae137f617663b28421c1532cba3736209de287d4,15/11/18,15/11/18,,,"Energy sales,TC, From 170803",1,900,,P&L 1.1,Sale Exempt (0%),,,,SITES,kabeza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,50bfa21d6ec6df3c791164f8f835b6efbf52796f,15/11/18,15/11/18,,,"Energy sales,TC, From 927264",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0a8f0a5216278ed6795b70c4910f56013300a092,15/11/18,15/11/18,,,"Energy sales,TC, From 179377",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,cf311b630c5c6e1cdedf120d9c4c4c300c969cab,15/11/18,15/11/18,,,"Energy sales,TC, From 181511",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d5a0dd419ef4a7841f3fbbf7c2633e0eaced8457,15/11/18,15/11/18,,,"Energy sales,TC, From 479189",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1280273dd6250707cc0e63c0414d2765f67d94b2,15/11/18,15/11/18,,,"Energy sales,TC, From 179377",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5b9279f0325673a6cd9863abfd24887b7e70a591,15/11/18,15/11/18,,,"Energy sales,TC, From 713379",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,860dab9c1b3eaf4423177ae120fe4e29fe25a763,15/11/18,15/11/18,,,"Energy sales,TC, From 709773",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,36db17a84bdb9006808fc7de3c7ddb6e2a009e4c,15/11/18,15/11/18,,,"Energy sales,TC, From 531294",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kibungo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8573eee76d444cd36d2b36bfb750aca5b1935f67,15/11/18,15/11/18,,,"Energy sales,TC, From 635427",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5db9b39e1191a819bc69baf4dbc821518dce75e3,15/11/18,15/11/18,,,"Energy sales,TC, From 894364",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f6dc841961921c098a7fcf31b82002d8e2448ee8,15/11/18,15/11/18,,,"Energy sales,TC, From 142134",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,shami1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f1b718eff6c0c2a65bae0ebf98f89cec349c26ee,15/11/18,15/11/18,,,"Energy sales,TC, From 136311",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,984c3b209e832ad91c3e619fd843a87b14e74606,15/11/18,15/11/18,,,"Energy sales,TC, From 791234",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8a9cdaed97a4045653a925075b07c2b4007d1b0b,15/11/18,15/11/18,,,"Energy sales,TC, From 935011",1,600,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f6c3af55145d10b7b46a88c2ad16faec681383fb,15/11/18,15/11/18,,,"Energy sales,TC, From 878434",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kanombe1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b95e7e19d2e5b9aa6d659814a74bc65dbed5e643,15/11/18,15/11/18,,,"Energy sales,TC, From 340188",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,07777029f9d34d8f6723ea3a3a6782baa6b79c20,15/11/18,15/11/18,,,"Energy sales,TC, From 712634",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,39fe31634ccb6ef1e95eff974f067e8e392ee6e6,15/11/18,15/11/18,,,"Energy sales,TC, From 321351",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,df909e5524a5ebca6a6f977c8597a64e5440c811,15/11/18,15/11/18,,,"Energy sales,TC, From 660719",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,cc9b1b589bb4dac5acc1d6d09948f28a16e0ef5d,15/11/18,15/11/18,,,"Energy sales,TC, From 127642",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4f08f150245c86c61110011027041f2f1bb79abc,15/11/18,15/11/18,,,"Energy sales,TC, From 182507",1,540,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,00fb1cf57bcfee550d3f11d7b34a7cc8bee6bbfb,15/11/18,15/11/18,,,"Energy sales,TC, From 153620",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gahindano,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,69c32fb89adec50fd125cfc527b36938dc9c4be6,15/11/18,15/11/18,,,"Energy sales,TC, From 963219",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gatare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f7fdfa5cbd9f1493e6335751c9b8d81cd1f8299b,15/11/18,15/11/18,,,"Energy sales,TC, From 175843",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0287214527abbbb84995c3508b43e18cc9a7a741,15/11/18,15/11/18,,,"Energy sales,TC, From 101717",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3805a9654aef8d57e90d34c188e7412da06c03b1,15/11/18,15/11/18,,,"Energy sales,TC, From 129896",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ca582047deb2a082c7e2fddf042b0cc8b277bde0,15/11/18,15/11/18,,,"Energy sales,TC, From 132881",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e498c7a2ea29876a44a7315d43b96ae1c99cfd03,15/11/18,15/11/18,,,"Energy sales,TC, From 180389",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,826bf8a620addf4343db2dc8bd3452d3906adbb2,15/11/18,15/11/18,,,"Energy sales,TC, From 163283",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kagoma1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2a6af5b3472c855a072e0f9ed2ec7de21e99c3e0,15/11/18,15/11/18,,,"Energy sales,TC, From 116840",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0c2a7d1c7a9c6647df6239e5cb49490fafd1c670,15/11/18,15/11/18,,,"Energy sales,TC, From 171583",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b55c3d2e80229b8dde4e6fd3ed9d07820da0d03d,15/11/18,15/11/18,,,"Energy sales,TC, From 367339",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5557b5246258f05584fc4eb4e2d5721a480993bb,15/11/18,15/11/18,,,"Energy sales,TC, From 160418",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0516c143bdb51b94824022d9eaa4e12c29845acb,15/11/18,15/11/18,,,"Energy sales,TC, From 673306",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f0075287926011ff8351e8541696c61d1d7cc508,15/11/18,15/11/18,,,"Energy sales,TC, From 720743",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhuha1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,564561e55bde4c44356224446fd2f91a01499fb0,15/11/18,15/11/18,,,"Energy sales,TC, From 327452",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d7c9498fe234c5b0e0a02a057b9c65b23a81a8fe,15/11/18,15/11/18,,,"Energy sales,TC, From 177016",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,085e9eeeb30b0cac5c29fbd284eb9cd7782bef1d,15/11/18,15/11/18,,,"Energy sales,TC, From 415439",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a4185a12d5f3f666a220ae844ecfd1c0a80d8d7e,15/11/18,15/11/18,,,"Energy sales,TC, From 958767",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7d273f2fe592fc9a58862f565fdfc584442ba706,15/11/18,15/11/18,,,"Energy sales,TC, From 101434",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5619831d73598d1589487869938012ec208553aa,15/11/18,15/11/18,,,"Energy sales,TC, From 638473",1,900,,P&L 1.1,Sale Exempt (0%),,,,SITES,kabeza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8a0cf4f4a9aaf62c368c38cdb5922bd24440d699,15/11/18,15/11/18,,,"Energy sales,TC, From 973057",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0c2e9d8fd63c4dd0bffe3969f0531d7001bad3ad,15/11/18,15/11/18,,,"Energy sales,TC, From 822456",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,49ee702e0abad77b67a3d38351f4f30e35c480dc,15/11/18,15/11/18,,,"Energy sales,TC, From 200208",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,94480f856275f9fed1cf8d17ba7e6d8354986b89,15/11/18,15/11/18,,,"Energy sales,TC, From 142648",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6775656b7d334bcdfbd9ce784306b25dd161b4ec,15/11/18,15/11/18,,,"Energy sales,TC, From 499587",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b54ae974ec8f4b1a48ed872f8b36e02e8f4afa92,15/11/18,15/11/18,,,"Energy sales,TC, From 173338",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,af5e3cf5b3570edd898e9b1484c892be499099ad,15/11/18,15/11/18,,,"Energy sales,TC, From 117940",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,775cb61bf7fea6e4239be716318f746ddecb1f17,15/11/18,15/11/18,,,"Energy sales,MOMO, From 441201",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gahindano,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b68486110c623df18a8c28c28b70384ad46e5e41,15/11/18,15/11/18,,,"Energy sales,TC, From 655966",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1435d9932dbfc7f712c9af4e9327cc798df1a25b,15/11/18,15/11/18,,,"Energy sales,TC, From 358959",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,fbffee43082e10271fb42d04a27bdc3b131ff476,15/11/18,15/11/18,,,"Energy sales,TC, From 152299",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7e81d395fb107f4990d6d77ef2704eb9fc5bae01,15/11/18,15/11/18,,,"Energy sales,TC, From 112935",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5b61d74f19858503f27c63ac328d245e40974130,15/11/18,15/11/18,,,"Energy sales,TC, From 712920",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,bf9e230fc73a6a254cf32483a543a19c840aebeb,15/11/18,15/11/18,,,"Energy sales,TC, From 239077",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f5440e967dd02533d2fe2fdec59fe8585109901e,15/11/18,15/11/18,,,"Energy sales,TC, From 495964",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d5c8b10da0573a08f375ce32cb91d59196c4994f,15/11/18,15/11/18,,,"Energy sales,TC, From 239077",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,18509f009043dd42a640fda999e66706d76dd6dc,15/11/18,15/11/18,,,"Energy sales,MOMO, From 274587",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyabayagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,28d7ea10d9c760863903389071232018f6d41832,15/11/18,15/11/18,,,"Energy sales,TC, From 529090",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7c5c056ff78f872355e4593ad4655839751d076e,15/11/18,15/11/18,,,"Energy sales,TC, From 981642",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nunga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f2b8e0ca1ba4eea0e82cf30e00b58b17ec39ad11,15/11/18,15/11/18,,,"Energy sales,TC, From 128449",1,"1,300",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7f0ee63ce71e28f048cd856d87572b6025a7025f,16/11/18,16/11/18,,,"Energy sales,TC, From 140583",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ed3efd2d12a1469262115f78d43607fe904f8630,16/11/18,16/11/18,,,"Energy sales,TC, From 102250",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e33edc42624c1720a283fd7fd2db73ca64c133f4,16/11/18,16/11/18,,,"Energy sales,TC, From 126047",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,dfa369af800cf0ddfb924ea23b7f030cb7155bdd,16/11/18,16/11/18,,,"Energy sales,TC, From 130310",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1ebb4f0b1f0a3a22e94703f7ff61172b20ee9349,16/11/18,16/11/18,,,"Energy sales,TC, From 449979",1,"1,500",,P&L 1.1,Sale Exempt (0%),,,,SITES,kabeza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,399af3e803c197aa6fba37ceef1f733ecac9f53d,16/11/18,16/11/18,,,"Energy sales,TC, From 527016",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,30cbd588ebf9c7c314d875d383b37d0c061fb38b,16/11/18,16/11/18,,,"Energy sales,TC, From 779753",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,453e5b6f1a49e99a7911f8ab29413af962f82761,16/11/18,16/11/18,,,"Energy sales,TC, From 129326",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
